 9050001 402 137 250   0 BS 000 2
  88.73   6.47  3
  88.69   8.67  2
  88.67   5.01  3
  88.61   6.84  2
  88.48   0.48  3
  88.44   1.68  2
  88.34  -2.37  3
  88.30  -0.65  2
  88.21  -4.29  3
  88.15  -2.27  2
  88.07  -5.42  3
  88.04  -4.37  2
  87.95  -7.25  3
  87.89  -6.00  2
  87.77  -9.77  3
  87.74  -9.08  2
  87.65 -12.40  3
  87.63 -10.68  2
  87.51 -14.10  3
  87.48 -13.28  2
  87.37 -17.45  3
  87.36 -16.25  2
  87.24 -20.39  3
  87.21 -19.63  2
  87.10 -22.52  3
  87.07 -21.73  2
  87.03 -23.60  3
  87.01 -22.45  2
  86.94 -23.86  3
  86.93 -23.05  2
  86.87 -24.32  3
  86.85 -23.44  2
  86.78 -24.55  3
  86.77 -23.82  2
  86.69 -24.90  3
  86.70 -23.95  2
  86.64 -24.92  3
  86.62 -23.97  2
  86.58 -25.15  3
  86.55 -24.22  2
  86.47 -25.26  3
  86.45 -24.47  2
  86.39 -25.56  3
  86.36 -24.64  2
  86.33 -25.80  3
  86.30 -25.08  2
  86.23 -26.03  3
  86.21 -25.33  2
  86.03 -27.11  3
  86.02 -26.47  2
  85.94 -27.37  3
  85.92 -26.57  2
  85.92 -26.64  3
  99.00   0.00  3
 1X1 409 402 107  56   0 AN 024 7
  86.07 -30.52  3
  86.20 -29.29  2
  86.46 -28.16  2
  86.56 -28.09  2
  86.60 -28.24  2
  86.67 -28.23  2
  86.75 -28.37  2
  86.82 -28.37  2
  86.88 -28.41  2
  86.93 -28.26  2
  87.01 -27.80  2
  87.07 -27.35  2
  87.13 -26.34  2
  87.17 -25.60  2
  87.27 -24.50  2
  87.42 -22.82  2
  87.60 -20.61  2
  87.77 -18.65  2
  88.06 -15.96  2
  88.17 -14.85  2
  88.35 -13.17  2
  88.49 -10.59  2
  88.61  -7.64  2
  88.78  -4.11  2
  88.86  -0.83  2
  88.91   0.56  2
  89.00   4.04  2
  89.07   7.06  2
  89.14  10.58  2
  89.21  13.83  2
  89.28  18.84  2
  89.34  23.41  2
  89.42  32.62  2
  87.15 109.61  3
  86.82 114.58  2
  86.54 118.50  2
  86.31 120.94  2
  86.13 123.08  2
  89.57  47.32  3
  89.53  47.15  2
  89.54  35.65  2
  89.49  40.08  2
  89.39  44.55  3
  89.42  53.73  2
  89.45  46.47  2
  89.40  48.59  2
  89.43  29.06  3
  89.39  30.97  2
  89.39  22.26  3
  89.34  24.28  2
  89.31  17.84  3
  89.27  19.11  2
  89.23  12.14  3
  89.19  14.68  2
  89.16   9.24  3
  89.12  12.07  2
  89.09   5.81  3
  89.06   6.61  2
  89.02   1.87  3
  89.00   3.71  2
  88.96  -0.34  3
  88.93   1.44  2
  88.88  -2.54  3
  88.87  -0.01  2
  88.83  -4.56  3
  88.80  -2.34  2
  88.66  -9.15  3
  88.64  -6.45  2
  88.51 -11.57  3
  88.46  -9.80  2
  88.36 -13.86  3
  88.34 -12.34  2
  88.21 -15.51  3
  88.18 -13.47  2
  88.05 -17.40  3
  88.03 -15.54  2
  87.74 -20.32  3
  87.73 -19.22  2
  87.62 -21.63  3
  87.59 -20.10  2
  87.48 -22.78  3
  87.46 -21.49  2
  87.28 -24.54  3
  87.29 -23.34  2
  87.18 -26.19  3
  87.16 -24.86  2
  87.11 -27.27  3
  87.10 -26.00  2
  86.99 -28.30  3
  87.02 -27.19  2
  86.94 -28.95  3
  86.93 -28.08  2
  86.84 -29.09  3
  86.82 -28.59  2
  86.75 -28.89  3
  86.74 -28.28  2
  86.66 -28.82  3
  86.66 -28.52  2
  86.56 -28.70  3
  86.56 -27.93  2
  86.46 -28.64  3
  86.47 -27.96  2
  86.42 -29.31  3
  86.37 -28.23  2
  86.24 -29.55  3
  86.25 -29.10  2
  86.25 -29.07  3
  99.00   0.00  3
